0	0	0	0	0	0
256	0	0	222	8	3
512	0	0	449	15	7
768	0	0	668	23	10
1024	0	0	876	30	14
1280	0	0	1087	37	18
1536	0	0	1312	45	21
1792	0	0	1509	53	24
2048	0	0	1713	61	27
2303	0	0	1919	66	31
2559	0	0	2137	74	36
2815	0	0	2370	86	39
3071	0	0	2566	94	41
3327	0	0	2762	99	47
3583	0	0	2964	104	51
3839	0	0	3174	112	53
4095	0	0	3387	124	55
0	256	0	47	221	15
256	256	0	278	230	18
512	256	0	498	237	21
768	256	0	709	244	26
1024	256	0	918	247	28
1280	256	0	1136	253	31
1536	256	0	1361	266	35
1792	256	0	1559	275	39
2048	256	0	1759	284	41
2303	256	0	1961	286	45
2559	256	0	2186	294	50
2815	256	0	2410	308	53
3071	256	0	2606	317	55
3327	256	0	2795	320	59
3583	256	0	2999	322	64
3839	256	0	3211	332	67
4095	256	0	3431	345	71
0	512	0	93	449	29
256	512	0	314	461	32
512	512	0	549	476	37
768	512	0	757	477	40
1024	512	0	961	479	43
1280	512	0	1177	486	45
1536	512	0	1395	496	49
1792	512	0	1600	510	53
2048	512	0	1804	518	58
2303	512	0	2005	520	59
2559	512	0	2235	526	63
2815	512	0	2454	535	67
3071	512	0	2648	542	70
3327	512	0	2842	544	72
3583	512	0	3047	552	78
3839	512	0	3259	555	82
4095	512	0	3479	568	85
0	768	0	136	670	43
256	768	0	358	681	47
512	768	0	586	690	51
768	768	0	791	697	55
1024	768	0	1002	702	58
1280	768	0	1221	707	61
1536	768	0	1432	716	65
1792	768	0	1635	727	69
2048	768	0	1843	736	72
2303	768	0	2046	745	75
2559	768	0	2285	751	78
2815	768	0	2492	755	82
3071	768	0	2687	756	85
3327	768	0	2885	761	88
3583	768	0	3093	771	92
3839	768	0	3305	779	96
4095	768	0	3523	787	100
0	1024	0	184	891	58
256	1024	0	407	900	62
512	1024	0	624	909	65
768	1024	0	832	917	68
1024	1024	0	1045	923	74
1280	1024	0	1273	929	80
1536	1024	0	1475	935	84
1792	1024	0	1676	944	87
2048	1024	0	1882	956	88
2303	1024	0	2094	968	90
2559	1024	0	2333	979	94
2815	1024	0	2530	980	98
3071	1024	0	2723	979	101
3327	1024	0	2922	982	104
3583	1024	0	3130	993	106
3839	1024	0	3347	1007	111
4095	1024	0	3565	1014	116
0	1280	0	231	1113	74
256	1280	0	455	1123	80
512	1280	0	671	1132	83
768	1280	0	880	1142	84
1024	1280	0	1090	1149	88
1280	1280	0	1322	1153	99
1536	1280	0	1520	1159	100
1792	1280	0	1723	1167	100
2048	1280	0	1928	1175	101
2303	1280	0	2145	1186	104
2559	1280	0	2375	1200	108
2815	1280	0	2572	1204	111
3071	1280	0	2764	1201	115
3327	1280	0	2962	1204	116
3583	1280	0	3172	1213	119
3839	1280	0	3389	1226	123
4095	1280	0	3610	1237	130
0	1536	0	269	1325	87
256	1536	0	499	1334	93
512	1536	0	714	1347	99
768	1536	0	922	1358	99
1024	1536	0	1136	1365	100
1280	1536	0	1354	1368	110
1536	1536	0	1555	1371	115
1792	1536	0	1766	1382	111
2048	1536	0	1972	1392	113
2303	1536	0	2193	1399	116
2559	1536	0	2415	1407	119
2815	1536	0	2613	1415	122
3071	1536	0	2808	1413	124
3327	1536	0	3011	1417	128
3583	1536	0	3218	1424	132
3839	1536	0	3433	1434	135
4095	1536	0	3648	1444	138
0	1792	0	311	1529	103
256	1792	0	540	1538	106
512	1792	0	744	1546	109
768	1792	0	960	1556	115
1024	1792	0	1177	1569	116
1280	1792	0	1388	1575	122
1536	1792	0	1588	1573	128
1792	1792	0	1793	1577	123
2048	1792	0	2002	1589	126
2303	1792	0	2237	1598	129
2559	1792	0	2455	1606	133
2815	1792	0	2650	1612	134
3071	1792	0	2846	1614	138
3327	1792	0	3053	1618	139
3583	1792	0	3263	1626	148
3839	1792	0	3478	1638	149
4095	1792	0	3687	1646	147
0	2048	0	360	1737	119
256	2048	0	584	1747	119
512	2048	0	793	1755	121
768	2048	0	1001	1763	125
1024	2048	0	1223	1768	133
1280	2048	0	1434	1777	137
1536	2048	0	1639	1788	139
1792	2048	0	1846	1794	138
2048	2048	0	2051	1799	139
2303	2048	0	2286	1810	143
2559	2048	0	2496	1822	146
2815	2048	0	2693	1827	149
3071	2048	0	2887	1830	148
3327	2048	0	3088	1834	156
3583	2048	0	3301	1839	156
3839	2048	0	3523	1855	166
4095	2048	0	3727	1862	163
0	2303	0	408	1949	132
256	2303	0	631	1956	136
512	2303	0	843	1967	136
768	2303	0	1053	1976	139
1024	2303	0	1276	1981	143
1280	2303	0	1477	1985	152
1536	2303	0	1681	1992	153
1792	2303	0	1892	2002	153
2048	2303	0	2104	2014	154
2303	2303	0	2329	2026	159
2559	2303	0	2529	2035	160
2815	2303	0	2727	2045	164
3071	2303	0	2929	2049	171
3327	2303	0	3131	2050	166
3583	2303	0	3340	2057	173
3839	2303	0	3558	2070	176
4095	2303	0	3764	2080	184
0	2559	0	455	2177	142
256	2559	0	674	2187	153
512	2559	0	886	2198	155
768	2559	0	1099	2207	154
1024	2559	0	1316	2214	160
1280	2559	0	1514	2215	164
1536	2559	0	1725	2225	171
1792	2559	0	1932	2237	169
2048	2559	0	2149	2248	169
2303	2559	0	2371	2258	173
2559	2559	0	2576	2272	179
2815	2559	0	2774	2277	176
3071	2559	0	2973	2279	188
3327	2559	0	3176	2283	188
3583	2559	0	3386	2291	186
3839	2559	0	3605	2304	196
4095	2559	0	3811	2310	200
0	2815	0	503	2402	157
256	2815	0	717	2408	166
512	2815	0	927	2419	168
768	2815	0	1143	2428	171
1024	2815	0	1355	2435	176
1280	2815	0	1558	2439	182
1536	2815	0	1765	2443	186
1792	2815	0	1973	2453	185
2048	2815	0	2194	2465	185
